as_of_year,agency_code,loan_type,property_type,loan_purpose,occupancy,loan_amt_thousands,preapproval,county_code,applicant_income_thousands,purchaser_type,hoepa_status,lien_status,population,ffiec_median_fam_income,tract_to_msa_income_pct,num_owner_occupied_units,num_1_to_4_family_units,approved
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,84.0,Not applicable,79.0,107.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,4558.0,70200.0,101.17,1276.0,1369.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,75.0,Not applicable,13.0,104.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Not secured by a lien,3753.0,71400.0,107.52,1285.0,1692.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,2001.0,Not applicable,75.0,437.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3689.0,104700.0,175.0,1077.0,1685.0,0.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,215.0,Preapproval was not requested,3.0,38.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,8397.0,61100.0,120.18,2833.0,3787.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,505.0,Not applicable,37.0,126.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3158.0,62400.0,98.25,369.0,567.0,0.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,262.0,Preapproval was not requested,57.0,100.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3658.0,59200.0,192.56,1222.0,1327.0,1.0
2016,Office of the Comptroller of the Currency (OCC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,235.0,Not applicable,25.0,84.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,8350.0,68800.0,99.89,2737.0,3120.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,350.0,Preapproval was not requested,23.0,138.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5426.0,72600.0,194.37,1483.0,1622.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,257.0,Not applicable,11.0,107.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,7451.0,60900.0,174.25,2255.0,2392.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,626.0,Not applicable,81.0,199.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,6913.0,104700.0,87.57,1682.0,2059.0,1.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,76.0,Not applicable,11.0,59.0,Freddie Mac (FHLMC),Not a HOEPA loan,Not applicable (purchased loans),6501.0,71000.0,113.55,2280.0,2670.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,183.0,Preapproval was not requested,17.0,78.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,6035.0,73200.0,105.55,1452.0,1754.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,132.0,Preapproval was not requested,113.0,76.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,3932.0,59500.0,74.13,541.0,816.0,1.0
2016,Department of Housing and Urban Development (HUD),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Refinancing,1,564.0,Not applicable,13.0,43.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5237.0,62600.0,167.46,1707.0,2158.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,241.0,Not applicable,59.0,83.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5705.0,80100.0,114.17,2247.0,1736.0,0.0
2016,Department of Housing and Urban Development (HUD),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Refinancing,1,156.0,Not applicable,71.0,37.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,7782.0,57100.0,125.15,2389.0,2742.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,275.0,Not applicable,11.0,67.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,4734.0,60900.0,163.68,1427.0,1432.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,248.0,Not applicable,5.0,215.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,5057.0,73100.0,129.04,1551.0,1736.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,70.0,Preapproval was not requested,35.0,31.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4317.0,51700.0,87.06,1563.0,2262.0,0.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,132.0,Not applicable,167.0,46.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5486.0,68000.0,131.95,1501.0,1780.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,30.0,Not applicable,125.0,44.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3645.0,57300.0,113.1,874.0,1209.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,309.0,Preapproval was not requested,29.0,118.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,4136.0,72600.0,112.89,1251.0,1677.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,243.0,Not applicable,125.0,194.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,2249.0,77000.0,206.22,784.0,851.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,169.0,Not applicable,23.0,95.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,3706.0,90800.0,66.48,460.0,1066.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,216.0,Not applicable,39.0,80.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,7715.0,95100.0,94.77,2203.0,2510.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,165.0,Not applicable,43.0,66.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,1754.0,60000.0,120.46,539.0,604.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,358.0,Not applicable,33.0,97.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,4941.0,90300.0,89.67,1305.0,1453.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,151.0,Preapproval was not requested,201.0,60.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,6931.0,68000.0,103.93,1436.0,2104.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,329.0,Not applicable,183.0,125.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,3085.0,76600.0,129.52,838.0,955.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,481.0,Not applicable,61.0,118.0,Ginnie Mae (GNMA),Not a HOEPA loan,Not applicable (purchased loans),9552.0,69900.0,166.02,2047.0,2352.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Refinancing,1,351.0,Not applicable,11.0,104.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,5501.0,60900.0,206.44,1744.0,1826.0,1.0
2016,Office of the Comptroller of the Currency (OCC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,40.0,Not applicable,69.0,63.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a subordinate lien,3886.0,73800.0,80.61,1246.0,1531.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,309.0,Not applicable,117.0,117.0,Affiliate institution,Not a HOEPA loan,Secured by a first lien,13823.0,57800.0,183.57,3648.0,4630.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,150.0,Not applicable,245.0,87.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Not applicable (purchased loans),2993.0,57900.0,125.02,870.0,1001.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,588.0,Not applicable,21.0,197.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,5794.0,65700.0,125.01,1525.0,1599.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,730.0,Preapproval was requested,53.0,373.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5297.0,85200.0,93.73,1869.0,2141.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,282.0,Not applicable,111.0,99.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,4348.0,66800.0,193.89,1415.0,1514.0,1.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,150.0,Preapproval was requested,113.0,32.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4672.0,69900.0,117.12,1370.0,1697.0,0.0
2016,Federal Reserve System (FRS),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,250.0,Preapproval was not requested,45.0,140.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,7944.0,58600.0,150.93,2134.0,2383.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,132.0,Not applicable,71.0,38.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,7410.0,69300.0,99.65,1918.0,2921.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,358.0,Not applicable,43.0,113.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6644.0,53600.0,112.91,2059.0,2598.0,0.0
2016,Office of the Comptroller of the Currency (OCC),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,173.0,Not applicable,15.0,61.0,Other type of purchaser,Not a HOEPA loan,Secured by a first lien,5006.0,87800.0,64.34,1112.0,2157.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,280.0,Not applicable,23.0,87.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,12035.0,72600.0,185.45,3427.0,3685.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,707.0,Not applicable,9.0,302.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3250.0,81500.0,71.63,527.0,1004.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,417.0,Not applicable,121.0,186.0,Freddie Mac (FHLMC),Not a HOEPA loan,Not applicable (purchased loans),3216.0,71700.0,146.47,725.0,961.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,298.0,Not applicable,13.0,130.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,4612.0,62900.0,240.65,1644.0,1770.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,504.0,Not applicable,81.0,194.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,1330.0,72600.0,60.19,143.0,437.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,104.0,Preapproval was requested,139.0,4.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4215.0,66800.0,76.97,843.0,1232.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,529.0,Not applicable,61.0,645.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,8664.0,72600.0,208.12,975.0,112.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,101.0,Not applicable,101.0,40.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,6454.0,61400.0,90.81,1866.0,2342.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,2,200.0,Not applicable,37.0,134.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,4638.0,62400.0,157.9,1549.0,1753.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,132.0,Preapproval was not requested,187.0,31.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,8024.0,62500.0,136.84,2034.0,2449.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,1185.0,Not applicable,37.0,209.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6454.0,62400.0,217.93,2082.0,2162.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,417.0,Not applicable,73.0,97.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,7947.0,73500.0,118.95,1942.0,2455.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,45.0,Not applicable,147.0,47.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,4107.0,55400.0,74.2,1062.0,1872.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,747.0,Not applicable,35.0,247.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4965.0,95100.0,234.69,1362.0,1492.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,306.0,Not applicable,7.0,49.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,5349.0,60000.0,109.78,1360.0,3688.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",Manufactured housing,Home purchase,1,36.0,Not applicable,453.0,25.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,8039.0,77800.0,47.13,823.0,1846.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,315.0,Not applicable,61.0,100.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5159.0,69900.0,150.82,1081.0,1411.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",Manufactured housing,Home purchase,2,33.0,Not applicable,43.0,19.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3949.0,66800.0,118.37,1151.0,1524.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,3.0,Not applicable,481.0,41.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Not secured by a lien,3262.0,52400.0,96.48,724.0,1231.0,1.0
2016,Office of the Comptroller of the Currency (OCC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,152.0,Not applicable,123.0,70.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,4676.0,51600.0,113.58,1554.0,2096.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,70.0,Not applicable,83.0,29.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,4936.0,46400.0,133.36,1670.0,2086.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,159.0,Preapproval was not requested,11.0,144.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,7415.0,51900.0,85.3,1730.0,3017.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,243.0,Not applicable,57.0,92.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5501.0,59500.0,130.34,925.0,1301.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,199.0,Not applicable,41.0,48.0,Ginnie Mae (GNMA),Not a HOEPA loan,Not applicable (purchased loans),12193.0,71600.0,100.89,2889.0,3718.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,497.0,Not applicable,115.0,883.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,1355.0,61900.0,159.34,699.0,847.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,55.0,Not applicable,113.0,40.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3442.0,59500.0,120.91,898.0,1415.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,340.0,Preapproval was not requested,113.0,96.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5190.0,67200.0,128.36,1603.0,1880.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,36.0,Not applicable,37.0,21.0,Other type of purchaser,Not a HOEPA loan,Secured by a first lien,2363.0,65600.0,81.36,670.0,919.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,259.0,Not applicable,5.0,97.0,Fannie Mae (FNMA),Not a HOEPA loan,Not applicable (purchased loans),4789.0,80100.0,135.65,1682.0,1754.0,1.0
2016,National Credit Union Administration (NCUA),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,110.0,Not applicable,55.0,39.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,3687.0,68100.0,103.77,1252.0,1495.0,1.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,50.0,Not applicable,125.0,13.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,9955.0,57900.0,131.06,2924.0,3703.0,0.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Refinancing,1,225.0,Not applicable,57.0,126.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,9463.0,64100.0,113.69,2448.0,3090.0,0.0
2016,Federal Deposit Insurance Corporation (FDIC),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,190.0,Not applicable,57.0,90.0,Other type of purchaser,Not a HOEPA loan,Secured by a first lien,4534.0,57000.0,142.43,1596.0,1758.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,130.0,Not applicable,27.0,41.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,7358.0,95100.0,148.66,2168.0,1849.0,1.0
2016,Federal Reserve System (FRS),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,136.0,Not applicable,117.0,54.0,Other type of purchaser,Not a HOEPA loan,Secured by a first lien,6821.0,62500.0,139.28,2056.0,2432.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,95.0,Not applicable,71.0,111.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3784.0,64100.0,93.09,1094.0,1636.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Refinancing,1,389.0,Not applicable,37.0,38.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4023.0,62400.0,98.75,832.0,1062.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,10.0,Not applicable,67.0,34.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a subordinate lien,5517.0,60900.0,106.7,1668.0,1958.0,0.0
2016,Office of the Comptroller of the Currency (OCC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,408.0,Preapproval was not requested,69.0,154.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5610.0,57800.0,125.05,1681.0,2223.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,62.0,Preapproval was not requested,59.0,25.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,7790.0,46400.0,95.75,2375.0,3462.0,0.0
2016,Department of Housing and Urban Development (HUD),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,160.0,Preapproval was not requested,19.0,85.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,4313.0,56700.0,68.46,875.0,1277.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),FSA/RHS (Farm Service Agency or Rural Housing Service),One to four-family (other than manufactured housing),Home purchase,1,113.0,Preapproval was not requested,49.0,63.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,7204.0,63800.0,107.6,2162.0,2644.0,1.0
2016,Department of Housing and Urban Development (HUD),FSA/RHS (Farm Service Agency or Rural Housing Service),One to four-family (other than manufactured housing),Home purchase,1,137.0,Preapproval was not requested,41.0,47.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,6718.0,57700.0,104.73,1609.0,2162.0,1.0
2016,Office of the Comptroller of the Currency (OCC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,64.0,Not applicable,223.0,413.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3019.0,52400.0,85.06,586.0,852.0,1.0
2016,Federal Reserve System (FRS),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,38.0,Not applicable,95.0,133.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3856.0,72500.0,54.52,917.0,1843.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,241.0,Not applicable,21.0,35.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,4765.0,82500.0,111.86,1397.0,1817.0,1.0
2016,Office of the Comptroller of the Currency (OCC),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,80.0,Preapproval was requested,141.0,21.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,8500.0,45200.0,65.29,1470.0,1865.0,1.0
